,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Mazar Dara valley,Mazar Dara valley,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Berlin,Berlin,GPE,0.06111111,0.36666667,en,1.00000000,4005728-8,2950157,X,52.50000000,13.41666900,EUROPE,Germany,WCE
Paris,Paris,GPE,0.06111111,0.36666667,en,1.00000000,4044660-8,2988507,X,48.85340900,2.34880000,EUROPE,France,WCE
London,London,GPE,0.06111111,0.36666667,en,1.00000000,4074335-4,2643743,X,51.50853000,-0.12574000,EUROPE,United Kingdom,NEU
Urmia city,Urmia city,GPE,-0.02916667,0.37916667,en,1.00000000,,-1,,,,,,
Sagami Bay,Sagami Bay,LOC,0.25000000,0.33333333,en,1.00000000,,-1,,,,,,
Denver,Denver,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Balkesir,Balkesir,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Simav Fault,the Simav Fault,LOC,0.00000000,0.25000000,en,1.00000000,,-1,,,,,,
Ankara,Ankara,GPE,-0.10000000,0.10000000,en,1.00000000,4002075-7,323786,X,39.91972200,32.85416600,EUROPE-AFRICA,Turkey,MED
Cairo,Cairo,GPE,-0.10000000,0.10000000,en,1.00000000,4029236-8,360630,X,30.06262900,31.24966900,EUROPE-AFRICA,Egypt,MED
Banda Sea,Banda Sea,LOC,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
South Pacific Ocean,South Pacific Ocean,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Timor-Leste,Timor-Leste,GPE,0.23333333,0.40000000,en,1.00000000,4075765-1,1966436,X,-8.83333000,125.75000000,ASIA,Timor Leste,SEA
Tokat province,Tokat province,GPE,0.05000000,0.27500000,en,1.00000000,,-1,,,,,,
Colorado South,Colorado South,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Hualien,Hualien,GPE,0.35000000,0.55000000,en,1.00000000,4406400-7,1674504,X,23.97693900,121.60443900,ASIA,Taiwan,EAS
​Hualien,​Hualien,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
⁠Taiwan,⁠Taiwan,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Karditsa,Karditsa,GPE,0.41111111,0.64444444,en,1.00000000,4292384-0,260989,X,39.36556000,21.92166900,EUROPE-AFRICA,Greece,MED
the Municipality of Argithea,the Municipality of Argithea,GPE,0.41111111,0.64444444,en,1.00000000,,-1,,,,,,
overplowing,overplowing,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Daajing Giid,Daajing Giid,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the North Pacific Ocean,the North Pacific Ocean,LOC,0.21388889,0.53611111,en,1.00000000,,-1,,,,,,
Southeast Asia,Southeast Asia,LOC,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Santa C,Santa C,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Petaluma,Petaluma,GPE,0.26666667,0.86666667,en,1.00000000,,-1,,,,,,
the Santa Cruz Mountains,the Santa Cruz Mountains,LOC,0.26666667,0.86666667,en,1.00000000,,-1,,,,,,
Bou…,Bou…,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
the United States Geological ​Survey,the United States Geological ​Survey,GPE,0.10000000,0.30000000,en,1.00000000,,-1,,,,,,
Thursda,Thursda,GPE,0.11111111,0.20000000,en,1.00000000,,-1,,,,,,
Jilin,Jilin,GPE,0.00000000,0.00000000,en,1.00000000,4342897-6,2036502,X,43.85083000,126.56028000,ASIA,China,EAS
the Pacific coast,the Pacific coast,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Papua New Guinea,Papua New Guinea,GPE,-0.02606061,0.32424242,en,1.00000000,4044569-0,2088628,X,-6.00000000,147.00000000,ASIA,Papua New Guinea,SEA
Tropical Storm,Tropical Storm,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Palestine,Palestine,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Bursa,Bursa,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
SAN JUAN,SAN JUAN,GPE,0.00000000,0.50000000,en,1.00000000,,-1,,,,,,
Luganville,Luganville,GPE,-0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
the South Pacific,the South Pacific,LOC,0.26666667,0.56666667,en,1.00000000,,-1,,,,,,
NC,NC,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Guadeloupe,Guadeloupe,GPE,0.10000000,0.30000000,en,1.00000000,4086841-2,3579143,X,16.25000000,-61.58332900,CENTRAL-AMERICA,Guadeloupe,CAR
The Tibetan Plateau,The Tibetan Plateau,LOC,-0.10000000,0.10000000,en,1.00000000,,-1,,,,,,
Kalihi-Palama,Kalihi-Palama,GPE,0.20000000,0.45538462,en,1.00000000,,-1,,,,,,
Honolulu,Honolulu,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
the Sagaing Fault,the Sagaing Fault,LOC,0.19166667,0.53055556,en,1.00000000,,-1,,,,,,
Sindir,Sindir,GPE,0.21666667,0.36666667,en,1.00000000,,-1,,,,,,
Rome Collapses,Rome Collapses,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
GNSS,GNSS,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Llangollen,Llangollen,GPE,0.05000000,0.50000000,en,1.00000000,,-1,,,,,,
Mayon Volcano,Mayon Volcano,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Parkfield,Parkfield,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the South Bay,the South Bay,LOC,0.16666667,0.80000000,en,1.00000000,,-1,,,,,,
Antioch,Antioch,GPE,0.16666667,0.80000000,en,1.00000000,,-1,,,,,,
the Islamic Republic of Iran,the Islamic Republic of Iran,GPE,0.50000000,0.62500000,en,1.00000000,,-1,,,,,,
Syria,Syria,GPE,0.00000000,0.00000000,en,1.00000000,4058794-0,163843,X,35.00000000,38.00000000,EUROPE-AFRICA,Syria,MED
Ocean,Ocean,LOC,0.09523810,0.60317460,en,1.00000000,,-1,,,,,,
Pythias Oasis,Pythias Oasis,GPE,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Pythia's Oasis,Pythia's Oasis,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Willow Alaska,Willow Alaska,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
San Francisco’s,San Francisco’s,GPE,-0.12698413,0.23015873,en,1.00000000,,-1,,,,,,
the Mayon Volcano,the Mayon Volcano,LOC,0.11071429,0.43214286,en,1.00000000,,-1,,,,,,
New Delhi's,New Delhi's,GPE,0.11515152,0.33820346,en,1.00000000,,-1,,,,,,
the Nantlle Valley,the Nantlle Valley,LOC,0.05000000,0.50000000,en,1.00000000,,-1,,,,,,
Shakes Anchorage,Shakes Anchorage,LOC,0.00000000,0.10000000,en,1.00000000,,-1,,,,,,
MyShake,MyShake,LOC,0.10000000,0.30000000,en,1.00000000,,-1,,,,,,
The United States Geologic…,The United States Geologic…,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
‌earthquake,‌earthquake,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
The Anchorage Area,The Anchorage Area,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Mountain Regions,Mountain Regions,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Canadas Yukon,Canadas Yukon,LOC,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
the Tintina Fault,the Tintina Fault,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
North China,North China,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
NW China's,NW China's,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the U.S.s West Coast,the U.S.s West Coast,LOC,0.10000000,1.00000000,en,1.00000000,,-1,,,,,,
Karatung,Karatung,GPE,0.30000000,0.75000000,en,1.00000000,,-1,,,,,,
the Salton Sea,the Salton Sea,LOC,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Noroshi,Noroshi,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
San José,San José,GPE,0.16666667,0.80000000,en,1.00000000,,-1,,,,,,
Cordoba province,Cordoba province,GPE,-0.30000000,0.50000000,en,1.00000000,,-1,,,,,,
Adamuz,Adamuz,GPE,-0.30000000,0.50000000,en,1.00000000,,-1,,,,,,
Leh-Ladakh,Leh-Ladakh,GPE,0.06250000,0.50000000,en,1.00000000,,-1,,,,,,
Spain Spains,Spain Spains,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
seismi…,seismi…,GPE,-0.10000000,0.10000000,en,1.00000000,,-1,,,,,,
Mi,Mi,GPE,0.31818182,0.47727273,en,1.00000000,,-1,,,,,,
Miramichi,Miramichi,GPE,-0.30000000,0.60000000,en,1.00000000,,-1,,,,,,
Fault Zone - Indian Defence Review,Fault Zone - Indian Defence Review,GPE,-0.16666667,0.33333333,en,1.00000000,,-1,,,,,,
Palau,Palau,GPE,0.30000000,1.43333333,en,1.00000000,4044396-6,1559582,X,7.50300000,134.62100000,PACIFIC,Palau,EPO
the San Andreas,the San Andreas,LOC,-0.34272727,0.75090909,en,1.00000000,,-1,,,,,,
Gujarats Kutch,Gujarats Kutch,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Kutch district,Kutch district,LOC,0.00000000,0.07692308,en,1.00000000,,-1,,,,,,
Khavda,Khavda,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Kanlaon Volcano,Kanlaon Volcano,GPE,0.28888889,0.98888889,en,1.00000000,,-1,,,,,,
Manay,Manay,GPE,0.10000000,0.33333333,en,1.00000000,,-1,,,,,,
Seram,Seram,GPE,0.00000000,0.70000000,en,1.00000000,,-1,,,,,,
the Pacific Northwest's,the Pacific Northwest's,LOC,-0.04166667,0.25833333,en,1.00000000,,-1,,,,,,
Pacific Ocean,Pacific Ocean,LOC,-0.16666667,0.33333333,en,1.00000000,,-1,,,,,,
Negev,Negev,GPE,-0.10000000,0.20000000,en,1.00000000,,-1,,,,,,
Bacolod,Bacolod,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Beersheva,Beersheva,GPE,0.10000000,0.40000000,en,1.00000000,4087062-5,295530,X,31.25180900,34.79129900,EUROPE-AFRICA,Israel,MED
Dimona,Dimona,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Dead Sea,Dead Sea,LOC,-0.10000000,0.20000000,en,1.00000000,,-1,,,,,,
Karatung Island,Karatung Island,GPE,0.30000000,0.75000000,en,1.00000000,,-1,,,,,,
Lombardia,Lombardia,GPE,0.00000000,0.00000000,en,1.00000000,4036294-2,3174618,X,45.66667000,9.50000000,EUROPE,Italy,WCE
Ren,Ren,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Kinross,Kinross,GPE,0.10000000,0.40000000,en,1.00000000,4391199-7,2645365,X,56.20465900,-3.42138000,EUROPE,United Kingdom,NEU
Yorkshire,Yorkshire,GPE,0.12500000,0.12500000,en,1.00000000,,-1,,,,,,
Wales,Wales,GPE,0.12500000,0.12500000,en,1.00000000,,-1,,,,,,
Highlands,Highlands,LOC,0.12500000,0.12500000,en,1.00000000,,-1,,,,,,
M6.6,M6.6,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
⁠the,⁠the,GPE,-0.30000000,0.60000000,en,1.00000000,,-1,,,,,,
North,North,GPE,0.30000000,1.00000000,en,1.00000000,,-1,,,,,,
Dec ‌27,Dec ‌27,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Banda Aceh,Banda Aceh,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Kushimoto,Kushimoto,GPE,0.09047619,0.34047619,en,1.00000000,,-1,,,,,,
Wakayama Prefecture,Wakayama Prefecture,GPE,0.09047619,0.34047619,en,1.00000000,,-1,,,,,,
northeast,northeast,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Taitung,Taitung,GPE,0.10000000,1.00000000,en,1.00000000,4406404-4,1668295,X,22.75991000,121.14457000,ASIA,Taiwan,EAS
temblo,temblo,GPE,0.13750000,0.36458333,en,1.00000000,,-1,,,,,,
Japans Niigata,Japans Niigata,GPE,-0.15555556,0.28888889,en,1.00000000,,-1,,,,,,
Niigata,Niigata,GPE,-0.15555556,0.28888889,en,1.00000000,4208484-2,1855431,X,37.90221900,139.02360900,ASIA,Japan,EAS
The City of Churches,The City of Churches,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
north,north,LOC,0.18434343,0.35151515,en,1.00000000,,-1,,,,,,
"the United States
","the United States
",GPE,0.22083333,0.36666667,en,1.00000000,,-1,,,,,,
Judah,Judah,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Portugal,Portugal,GPE,0.20000000,0.30000000,en,1.00000000,4046843-4,2264397,X,39.50000000,-8.00000000,EUROPE-AFRICA,Portugal,MED
Philippines--(ANTARA,Philippines--(ANTARA,GPE,0.75000000,0.95000000,en,1.00000000,,-1,,,,,,
Sonoma County,Sonoma County,GPE,0.09356061,0.56325758,en,1.00000000,,-1,,,,,,
Morecambe Bay,Morecambe Bay,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Shinkansen,Shinkansen,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Visayas,Visayas,LOC,0.30000000,0.76666667,en,1.00000000,,-1,,,,,,
South,South,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
northern coast,northern coast,LOC,0.30000000,1.00000000,en,1.00000000,,-1,,,,,,
​,​,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Lancash,Lancash,GPE,0.00000000,0.30000000,en,1.00000000,,-1,,,,,,
Southeast Kentucky,Southeast Kentucky,LOC,-0.05000000,1.00000000,en,1.00000000,,-1,,,,,,
KY,KY,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Morigaon,Morigaon,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Northeast,Northeast,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Venezuela,Venezuela,GPE,-0.43333333,0.60000000,en,1.00000000,4062512-6,3625428,X,8.00000000,-66.00000000,SOUTH-AMERICA,Venezuela,NSA
exper,exper,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Yukon Territory,the Yukon Territory,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Tecoanapa,Tecoanapa,GPE,0.06666667,0.23333333,en,1.00000000,,-1,,,,,,
Manila,Manila,GPE,-0.16666667,0.13333333,en,1.00000000,4037344-7,1701668,X,14.60420000,120.98220000,ASIA,Philippines,SEA
Lancaster,Lancaster,GPE,0.03333333,0.40000000,en,1.00000000,,-1,,,,,,
the Philippine Sea,the Philippine Sea,LOC,0.23333333,0.40000000,en,1.00000000,,-1,,,,,,
San Ramon’s,San Ramon’s,GPE,0.20000000,0.80000000,en,1.00000000,,-1,,,,,,
"San Andreas Fault
","San Andreas Fault
",LOC,-0.06565657,0.40707071,en,1.00000000,,-1,,,,,,
Calama,Calama,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Northeastern Japan,Northeastern Japan,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Qld,Qld,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Sapporo,Sapporo,GPE,0.21212121,0.41666667,en,1.00000000,4051677-5,2128295,X,43.06416900,141.34693900,ASIA,Japan,EAS
Northern Lights,Northern Lights,LOC,0.13636364,0.50000000,en,1.00000000,,-1,,,,,,
Gibitngil,Gibitngil,GPE,-0.15000000,0.30000000,en,1.00000000,,-1,,,,,,
Medellin,Medellin,GPE,-0.15000000,0.30000000,en,1.00000000,4115061-2,3674962,X,6.25183900,-75.56359000,SOUTH-AMERICA,Colombia,NWS
Outback city,Outback city,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Lake Turkana Rift,Lake Turkana Rift,LOC,-0.05000000,0.32500000,en,1.00000000,,-1,,,,,,
Sea of Gailiee,Sea of Gailiee,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Kenya,Kenya,GPE,-0.05000000,0.32500000,en,1.00000000,4030236-2,192950,X,1.00000000,38.00000000,AFRICA,Kenya,SEAF
Uwan,Uwan,GPE,0.33333333,0.66666667,en,1.00000000,,-1,,,,,,
New Jersey's,New Jersey's,GPE,0.24331710,0.42256494,en,1.00000000,,-1,,,,,,
Northern Luzon,Northern Luzon,LOC,0.18888889,0.63333333,en,1.00000000,,-1,,,,,,
Nutcracker,Nutcracker,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Northridge,Northridge,GPE,0.10000000,0.45000000,en,1.00000000,,-1,,,,,,
Congressional District,Congressional District,LOC,0.22337662,0.40649351,en,1.00000000,,-1,,,,,,
New Jersey’s,New Jersey’s,GPE,0.22337662,0.40649351,en,1.00000000,,-1,,,,,,
Antakya,Antakya,GPE,-0.23125000,0.38125000,en,1.00000000,,-1,,,,,,
Türkiyes south,Türkiyes south,GPE,-0.25000000,0.55000000,en,1.00000000,,-1,,,,,,
Solang Valley,Solang Valley,LOC,-0.60000000,1.00000000,en,1.00000000,,-1,,,,,,
Alaskas,Alaskas,GPE,-0.05000000,0.20000000,en,1.00000000,,-1,,,,,,
Aleutian Islands,Aleutian Islands,LOC,-0.05000000,0.20000000,en,1.00000000,,-1,,,,,,
Northern Utah,Northern Utah,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Zhiqiang,Zhiqiang,GPE,0.09814815,0.39629630,en,1.00000000,,-1,,,,,,
Sikkim,Sikkim,GPE,0.00000000,0.20000000,en,1.00000000,,-1,,,,,,
Le Mouel,Le Mouel,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
A.C,A.C,GPE,0.01666667,0.08333333,en,1.00000000,,-1,,,,,,
Mantle,Mantle,LOC,0.00000000,0.40000000,en,1.00000000,,-1,,,,,,
Yamada Town,Yamada Town,GPE,0.30000000,0.55000000,en,1.00000000,,-1,,,,,,
Liao,Liao,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
The San Andreas Fault Entering A Very Da,The San Andreas Fault Entering A Very Da,LOC,0.15486111,0.38472222,en,1.00000000,,-1,,,,,,
Montenegro,Montenegro,GPE,0.00000000,0.00000000,en,1.00000000,4040163-7,3194884,X,42.50000000,19.30000000,EUROPE-AFRICA,Montenegro,MED
Egypt,Egypt,GPE,0.00000000,0.00000000,en,1.00000000,4000556-2,357994,X,27.00000000,30.00000000,AFRICA,Egypt,SAH
Seahawks,Seahawks,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Greenland,Greenland,GPE,0.25000000,0.25000000,en,1.00000000,4022113-1,3425505,X,72.00000000,-40.00000000,POLAR,Greenland,GIC
Mountain,Mountain,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Alcosta Boulevard,Alcosta Boulevard,LOC,-0.12500000,0.37500000,en,1.00000000,,-1,,,,,,
Behn,Behn,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Antakyas,Antakyas,GPE,0.05000000,0.10000000,en,1.00000000,,-1,,,,,,
Brumadinh,Brumadinh,GPE,0.05000000,0.34000000,en,1.00000000,,-1,,,,,,
Americas,Americas,LOC,0.20000000,0.80000000,en,1.00000000,,-1,,,,,,
Sylhet,Sylhet,GPE,0.00000000,0.00000000,en,1.00000000,4572147-6,1185099,X,24.89903900,91.87197900,ASIA,Bangladesh,SAS
MOSCOW,MOSCOW,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
The East Bay,The East Bay,LOC,0.80000000,0.90000000,en,1.00000000,,-1,,,,,,
Santa Rosalía,Santa Rosalía,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
nea,nea,GPE,0.10000000,0.30000000,en,1.00000000,,-1,,,,,,
Virginia,Virginia,GPE,0.06818182,0.41477273,en,1.00000000,4063592-2,6254928,X,37.54811900,-77.44674900,NORTH-AMERICA,United States,ENA
Sarawak,Sarawak,GPE,0.00000000,0.00000000,en,1.00000000,4051682-9,1733038,X,2.50000000,113.50000000,ASIA,Malaysia,SEA
Hyderabad,Hyderabad,GPE,0.00000000,0.50000000,en,1.00000000,,-1,,,,,,
New Jers…,New Jers…,GPE,0.06818182,0.41477273,en,1.00000000,,-1,,,,,,
Johor,Johor,GPE,-0.30000000,0.60000000,en,1.00000000,,-1,,,,,,
policya,policya,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Jisoos,Jisoos,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Oaxaca,Oaxaca,GPE,0.03333333,0.13333333,en,1.00000000,,-1,,,,,,
Yamada,Yamada,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Feb ‌8,Feb ‌8,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Great California,Great California,GPE,0.40000000,0.87500000,en,1.00000000,,-1,,,,,,
Yemen,Yemen,GPE,0.31212121,0.56818182,en,1.00000000,4073009-8,69543,X,15.50000000,47.50000000,ASIA,Yemen,ARP
Germany,Germany,GPE,0.31212121,0.56818182,en,1.00000000,,-1,,,,,,
Camden,Camden,GPE,0.31212121,0.56818182,en,1.00000000,,-1,,,,,,
the East African Rift System,the East African Rift System,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Moscow,Moscow,GPE,0.00000000,0.00000000,en,1.00000000,4074987-3,524901,X,55.75222200,37.61555500,EUROPE,Russia,WCE
Around Bay Area,Around Bay Area,LOC,-0.25000000,0.40000000,en,1.00000000,,-1,,,,,,
Ethiopi,Ethiopi,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Solid Earth,Solid Earth,LOC,0.00000000,0.10000000,en,1.00000000,,-1,,,,,,
the Lembang Fault,the Lembang Fault,LOC,0.00000000,2.00000000,en,1.00000000,,-1,,,,,,
the Middle Kingdom,the Middle Kingdom,GPE,0.00000000,0.25000000,en,1.00000000,,-1,,,,,,
Korea,Korea,GPE,0.10000000,0.30000000,en,1.00000000,,-1,,,,,,
Uinta Mountains,Uinta Mountains,GPE,-0.15555556,0.28888889,en,1.00000000,,-1,,,,,,
Antarcticas marine,Antarcticas marine,LOC,0.12500000,0.50000000,en,1.00000000,,-1,,,,,,
W Bengal,W Bengal,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the East African,the East African,LOC,0.00000000,0.05000000,en,1.00000000,,-1,,,,,,
Murakami,Murakami,GPE,0.00000000,0.58888889,en,1.00000000,,-1,,,,,,
Sa,Sa,GPE,0.10000000,0.45000000,en,1.00000000,,-1,,,,,,
western Quebec,western Quebec,LOC,-0.02500000,0.10000000,en,1.00000000,,-1,,,,,,
Decatur,Decatur,GPE,-0.12500000,0.37500000,en,1.00000000,,-1,,,,,,
St. Louis,St. Louis,GPE,-0.12500000,0.37500000,en,1.00000000,4118223-6,4407066,X,38.62727000,-90.19789000,NORTH-AMERICA,United States,CNA
Springfield,Springfield,GPE,-0.12500000,0.37500000,en,1.00000000,,-1,,,,,,
Seychelles,Seychelles,GPE,0.12500000,0.53750000,en,1.00000000,4054694-9,241170,X,-4.58333000,55.66667000,INDIAN,,EIO
Ashulia,Ashulia,GPE,-0.05000000,0.36250000,en,1.00000000,,-1,,,,,,
Ohlman,Ohlman,GPE,0.06666667,0.31666667,en,1.00000000,,-1,,,,,,
Bacolod City,Bacolod City,GPE,0.14444444,0.49444444,en,1.00000000,,-1,,,,,,
Kaski district,Kaski district,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Temecula,Temecula,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Orange County,Orange County,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
the Inland Empire,the Inland Empire,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Inland Empire,Inland Empire,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
SANTIAGO,SANTIAGO,GPE,-0.21666667,0.16666667,en,1.00000000,,-1,,,,,,
M. S.,M. S.,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Tubu,Tubu,LOC,0.06000000,0.20666667,en,1.00000000,,-1,,,,,,
San,San,LOC,0.10000000,0.30000000,en,1.00000000,,-1,,,,,,
Eastern India,Eastern India,LOC,0.21666667,0.51666667,en,1.00000000,,-1,,,,,,
M4.2,M4.2,GPE,0.10000000,0.30000000,en,1.00000000,,-1,,,,,,
Cebu Province,Cebu Province,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
San Francisco Bay,San Francisco Bay,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Melbourne,Melbourne,GPE,0.12500000,0.16666667,en,1.00000000,4038526-7,2158177,X,-37.81400000,144.96332000,OCEANIA,Australia,SAU
San…,San…,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Concord,Concord,GPE,0.10416667,0.67083333,en,1.00000000,,-1,,,,,,
Davao,Davao,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Bandung,Bandung,GPE,0.00000000,1.00000000,en,1.00000000,4080255-3,1650357,X,-6.90388900,107.61861000,ASIA,Indonesia,SEA
Greece,Greece,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
TikToks,TikToks,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
West Java,West Java,GPE,0.00000000,2.00000000,en,1.00000000,,-1,,,,,,
Tu… Ontario,Tu… Ontario,GPE,0.07500000,0.36250000,en,1.00000000,,-1,,,,,,
Kīlauea Volcano,Kīlauea Volcano,LOC,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Kingston,Kingston,GPE,-0.02500000,0.13333333,en,1.00000000,,-1,,,,,,
Belleville,Belleville,GPE,-0.02500000,0.13333333,en,1.00000000,,-1,,,,,,
Hamilton,Hamilton,GPE,-0.02500000,0.13333333,en,1.00000000,,-1,,,,,,
Klauea Volcano,Klauea Volcano,LOC,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
North M,North M,LOC,-0.04666667,0.39000000,en,1.00000000,,-1,,,,,,
the Adriatic Sea,the Adriatic Sea,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
West Bandung,West Bandung,GPE,0.00000000,2.00000000,en,1.00000000,,-1,,,,,,
mont…,mont…,GPE,0.30000000,0.83333333,en,1.00000000,,-1,,,,,,
Tewo county,Tewo county,GPE,0.05000000,0.20000000,en,1.00000000,,-1,,,,,,
the United States Geological,the United States Geological,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Lett.258,Lett.258,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
